"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","1 morador","2 moradores","3 moradores","4 moradores","5 moradores","6 moradores","7 moradores","8 moradores","9 moradores","10 moradores","11 moradores","12 moradores","13 moradores","14 moradores ou mais"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"Cód.","Bairro","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total","Total"
"3304128003","Barrinha - Quatis (RJ)","Total","Total","69","6","20","23","9","5","3","1","1","-","1","-","-","-","-"
"3304128004","Bela Vista - Quatis (RJ)","Total","Total","7","4","-","1","1","1","-","-","-","-","-","-","-","-","-"
"3304128005","Boa Vista - Quatis (RJ)","Total","Total","70","8","21","16","15","4","4","1","1","-","-","-","-","-","-"
"3304128006","Bondarovsky - Quatis (RJ)","Total","Total","396","62","101","95","91","33","8","3","2","-","-","1","-","-","-"
"3304128007","Centro - Quatis (RJ)","Total","Total","442","88","131","122","62","21","16","1","-","-","-","1","-","-","-"
"3304128008","Industrial - Quatis (RJ)","Total","Total","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"3304128009","Jardim Independência - Quatis (RJ)","Total","Total","264","31","61","68","56","28","11","7","1","1","-","-","-","-","-"
"3304128010","Jardim Pollastri - Quatis (RJ)","Total","Total","214","21","51","60","51","18","8","2","1","-","-","1","-","-","1"
"3304128011","Mirandópolis - Quatis (RJ)","Total","Total","417","67","100","109","93","30","11","3","1","3","-","-","-","-","-"
"3304128012","Nossa Senhora do Rosário - Quatis (RJ)","Total","Total","516","61","113","113","106","65","26","14","8","6","2","1","1","-","-"
"3304128013","Pilotos - Quatis (RJ)","Total","Total","321","49","75","87","60","30","15","3","1","-","1","-","-","-","-"
"3304128014","Santa Bárbara - Quatis (RJ)","Total","Total","154","10","29","43","44","13","6","3","3","2","1","-","-","-","-"
"3304128015","Santo Antônio - Quatis (RJ)","Total","Total","247","30","50","64","53","30","10","6","2","2","-","-","-","-","-"
"3304128016","São Benedito - Quatis (RJ)","Total","Total","299","43","52","69","61","37","19","8","3","4","2","1","-","-","-"
"3304201001","Centro - Resende (RJ)","Total","Total","1071","245","312","258","164","59","22","8","-","1","-","1","1","-","-"
"3304201002","Jardim Brasília - Resende (RJ)","Total","Total","405","70","117","107","61","35","10","3","2","-","-","-","-","-","-"
"3304201003","Parque Jalisco - Resende (RJ)","Total","Total","791","224","246","167","106","36","8","4","-","-","-","-","-","-","-"
"3304201004","Manejo - Resende (RJ)","Total","Total","144","31","46","40","19","6","1","-","1","-","-","-","-","-","-"
"3304201005","Vila Liberdade - Resende (RJ)","Total","Total","1359","239","363","324","275","113","27","8","4","5","1","-","-","-","-"
"3304201006","Vila Itapuca - Resende (RJ)","Total","Total","1150","160","251","270","272","114","38","23","12","8","-","1","1","-","-"
"3304201007","Alegria - Resende (RJ)","Total","Total","645","76","136","160","143","80","21","12","6","4","3","3","-","1","-"
"3304201008","Surubi - Resende (RJ)","Total","Total","475","51","96","119","119","46","24","12","3","3","-","2","-","-","-"
"3304201009","Vicentina - Resende (RJ)","Total","Total","622","93","135","139","121","70","37","16","5","5","-","1","-","-","-"
"3304201010","Campos Elíseos - Resende (RJ)","Total","Total","769","197","231","174","101","41","13","9","3","-","-","-","-","-","-"
"3304201011","Cabral - Resende (RJ)","Total","Total","1541","279","333","370","295","156","59","32","8","5","3","1","-","-","-"
"3304201012","Paraíso - Resende (RJ)","Total","Total","2368","364","541","575","465","256","97","36","21","6","2","1","3","1","-"
"3304201013","São Caetano - Resende (RJ)","Total","Total","635","83","143","165","151","56","27","5","2","2","1","-","-","-","-"
"3304201014","Alto do Surubi - Resende (RJ)","Total","Total","402","62","68","93","92","54","18","8","3","2","2","-","-","-","-"
"3304201015","Novo Surubi - Resende (RJ)","Total","Total","557","92","105","117","97","81","27","19","7","5","3","2","1","-","1"
"3304201016","Vila Verde - Resende (RJ)","Total","Total","135","8","32","40","38","12","2","3","-","-","-","-","-","-","-"
"3304201017","Morro do Machado - Resende (RJ)","Total","Total","99","21","15","27","18","7","4","4","1","2","-","-","-","-","-"
"3304201018","Morro do Batista - Resende (RJ)","Total","Total","201","27","51","47","41","13","10","2","4","1","3","2","-","-","-"
"3304201019","Alto dos Passos - Resende (RJ)","Total","Total","263","42","58","66","52","19","15","8","-","-","2","1","-","-","-"
"3304201020","Vila Moderna - Resende (RJ)","Total","Total","341","50","72","92","67","34","12","11","2","-","-","-","-","-","1"
"3304201021","Vila Santo Amaro - Resende (RJ)","Total","Total","864","95","167","243","196","106","33","15","5","4","-","-","-","-","-"
"3304201023","Parque Ipiranga I - Resende (RJ)","Total","Total","297","21","65","105","85","14","1","5","-","1","-","-","-","-","-"
"3304201024","Jardim Brasília II - Resende (RJ)","Total","Total","116","6","30","31","35","7","5","2","-","-","-","-","-","-","-"
"3304201025","Eucaliptal - Resende (RJ)","Total","Total","9","-","3","2","4","-","-","-","-","-","-","-","-","-","-"
"3304201026","Vila Adelaide - Resende (RJ)","Total","Total","72","9","14","21","13","12","2","-","-","-","-","-","-","-","1"
"3304201027","Vila Central - Resende (RJ)","Total","Total","89","12","22","19","28","4","2","1","1","-","-","-","-","-","-"
"3304201028","Vila Elizabeth - Resende (RJ)","Total","Total","24","2","4","12","4","1","1","-","-","-","-","-","-","-","-"
"3304201029","Condomínio Horizontal Tácito - Resende (RJ)","Total","Total","23","2","6","9","6","-","-","-","-","-","-","-","-","-","-"
"3304201030","Barbosa Lima - Resende (RJ)","Total","Total","242","79","75","52","30","6","-","-","-","-","-","-","-","-","-"
"3304201031","Jorge Vas Curvo - Resende (RJ)","Total","Total","265","60","78","64","53","9","-","1","-","-","-","-","-","-","-"
"3304201032","Vila Nova Liberdade - Resende (RJ)","Total","Total","825","147","200","209","162","67","23","8","5","2","-","1","1","-","-"
"3304201033","Vila Santa Cecília - Resende (RJ)","Total","Total","583","103","159","154","105","41","15","4","2","-","-","-","-","-","-"
"3304201034","Vila Julieta - Resende (RJ)","Total","Total","2098","335","573","538","413","151","47","24","10","3","3","1","-","-","-"
"3304201035","Vila Huda Rocha - Resende (RJ)","Total","Total","57","8","13","21","8","3","2","1","-","-","-","-","1","-","-"
"3304201036","Indústria IQR - Resende (RJ)","Total","Total","10","-","4","2","2","2","-","-","-","-","-","-","-","-","-"
"3304201037","Vila Santa Isabel - Resende (RJ)","Total","Total","219","19","67","67","40","22","2","1","1","-","-","-","-","-","-"
"3304201038","Retiro do Paraíso - Resende (RJ)","Total","Total","127","12","43","32","26","10","2","-","1","-","-","-","1","-","-"
"3304201039","Bairro Helite - Resende (RJ)","Total","Total","260","22","70","76","54","25","7","3","2","-","1","-","-","-","-"
"3304201040","Morada da Felicidade - Resende (RJ)","Total","Total","56","5","11","14","17","7","1","1","-","-","-","-","-","-","-"
"3304201041","Baixada da Itapuca - Resende (RJ)","Total","Total","408","52","84","90","77","51","22","14","10","4","2","1","1","-","-"
"3304201042","Aeroporto - Resende (RJ)","Total","Total","12","2","3","2","1","1","3","-","-","-","-","-","-","-","-"
"3304201044","Morada da Colina - Resende (RJ)","Total","Total","486","39","115","145","131","43","12","1","-","-","-","-","-","-","-"
"3304201045","Mirante das Agulhas - Resende (RJ)","Total","Total","383","34","90","126","100","28","3","2","-","-","-","-","-","-","-"
"3304201046","Morada do Bosque - Resende (RJ)","Total","Total","10","1","3","3","2","1","-","-","-","-","-","-","-","-","-"
"3304201047","Condomínio Morada das Agulhas - Resende (RJ)","Total","Total","30","-","6","8","14","1","1","-","-","-","-","-","-","-","-"
"3304201048","Casa da Lua - Resende (RJ)","Total","Total","101","11","26","23","21","14","2","2","1","1","-","-","-","-","-"
"3304201049","Boa Vista - Resende (RJ)","Total","Total","204","12","46","77","52","11","6","-","-","-","-","-","-","-","-"
"3304201050","Boa Vista II - Resende (RJ)","Total","Total","278","15","82","84","66","25","4","2","-","-","-","-","-","-","-"
"3304201051","Mirante da Serra - Resende (RJ)","Total","Total","94","9","25","24","29","4","2","-","1","-","-","-","-","-","-"
"3304201052","Toyota - Resende (RJ)","Total","Total","527","74","100","127","125","60","31","8","-","1","-","-","-","-","1"
"3304201053","Primavera - Resende (RJ)","Total","Total","713","88","141","189","168","70","39","11","5","1","-","1","-","-","-"
"3304201054","Vila Isabel - Resende (RJ)","Total","Total","294","34","56","73","74","28","19","5","4","-","1","-","-","-","-"
"3304201055","Jardim Beira Rio - Resende (RJ)","Total","Total","486","65","99","112","109","57","19","13","5","4","2","1","-","-","-"
"3304201056","Nova Alegria - Resende (RJ)","Total","Total","725","74","142","179","203","87","23","9","5","1","1","1","-","-","-"
"3304201057","Jardim Alegria - Resende (RJ)","Total","Total","475","54","89","127","97","68","22","7","7","3","1","-","-","-","-"
"3304201058","Cidade da Alegria - Resende (RJ)","Total","Total","3781","479","895","996","798","353","159","52","25","16","3","-","4","-","1"
"3304201059","Alegria II - Resende (RJ)","Total","Total","45","2","9","18","11","4","-","1","-","-","-","-","-","-","-"
"3304201060","Comercial - Resende (RJ)","Total","Total","764","269","247","144","73","24","7","-","-","-","-","-","-","-","-"
"3304201061","Jardim Tropical - Resende (RJ)","Total","Total","53","8","18","14","4","8","1","-","-","-","-","-","-","-","-"
"3304201062","Montese - Resende (RJ)","Total","Total","177","10","63","45","42","10","3","2","2","-","-","-","-","-","-"
"3304201063","Montese II - Resende (RJ)","Total","Total","33","3","3","9","15","3","-","-","-","-","-","-","-","-","-"
"3304201064","Morada do Castelo - Resende (RJ)","Total","Total","111","27","37","21","22","3","1","-","-","-","-","-","-","-","-"
"3304201065","Alambari - Resende (RJ)","Total","Total","145","41","36","27","27","9","3","-","-","2","-","-","-","-","-"
"3304201066","Castelo Branco - Resende (RJ)","Total","Total","325","30","69","92","75","36","12","5","3","1","1","-","1","-","-"
"3304557001","Centro - Rio de Janeiro (RJ)","Total","Total","19622","7702","6377","3134","1522","591","205","52","27","8","-","2","-","-","2"
"3304557002","Gamboa - Rio de Janeiro (RJ)","Total","Total","4170","787","1019","955","720","353","167","82","44","17","8","5","4","3","6"
"3304557003","Santo Cristo - Rio de Janeiro (RJ)","Total","Total","4070","770","945","978","761","342","145","61","36","11","11","2","4","1","3"
"3304557004","Caju - Rio de Janeiro (RJ)","Total","Total","6481","896","1552","1733","1266","568","260","117","43","22","13","3","4","3","1"
"3304557005","Catumbi - Rio de Janeiro (RJ)","Total","Total","4028","635","1010","977","741","362","141","88","33","25","10","3","1","2","-"
"3304557006","Rio Comprido - Rio de Janeiro (RJ)","Total","Total","14352","2224","3748","3678","2607","1221","515","174","99","42","26","8","2","2","6"
"3304557007","Cidade Nova - Rio de Janeiro (RJ)","Total","Total","1929","440","532","430","290","128","56","22","12","7","4","3","3","1","1"
"3304557008","Estácio - Rio de Janeiro (RJ)","Total","Total","5749","1089","1507","1356","1007","432","198","84","42","14","10","2","3","1","4"
"3304557009","Flamengo - Rio de Janeiro (RJ)","Total","Total","23151","8207","7729","3971","2274","711","183","44","22","4","2","1","-","2","1"
"3304557010","Glória - Rio de Janeiro (RJ)","Total","Total","4534","1625","1530","828","387","101","46","11","4","-","1","-","1","-","-"
"3304557011","Laranjeiras - Rio de Janeiro (RJ)","Total","Total","18765","4832","6132","4243","2585","708","177","50","22","9","5","2","-","-","-"
"3304557012","Catete - Rio de Janeiro (RJ)","Total","Total","10409","3394","3244","2051","1075","396","149","51","24","12","8","2","-","1","2"
"3304557013","Cosme Velho - Rio de Janeiro (RJ)","Total","Total","2356","418","587","548","463","182","89","30","11","6","6","2","7","2","5"
"3304557014","Botafogo - Rio de Janeiro (RJ)","Total","Total","35007","9954","11599","7226","4370","1271","367","126","55","21","8","-","4","1","5"
"3304557015","Urca - Rio de Janeiro (RJ)","Total","Total","2550","524","799","570","437","162","47","4","5","-","2","-","-","-","-"
"3304557016","Humaitá - Rio de Janeiro (RJ)","Total","Total","5809","1746","1958","1177","677","172","49","18","9","3","-","-","-","-","-"
"3304557017","Leme - Rio de Janeiro (RJ)","Total","Total","6229","1836","2018","1235","737","268","76","28","18","4","6","2","-","-","1"
"3304557018","Copacabana - Rio de Janeiro (RJ)","Total","Total","66040","22374","21848","12025","6615","2183","652","202","78","30","12","9","5","2","5"
"3304557019","Ipanema - Rio de Janeiro (RJ)","Total","Total","18416","5565","6148","3555","2186","667","192","60","23","8","6","-","5","-","1"
"3304557020","Leblon - Rio de Janeiro (RJ)","Total","Total","19589","5673","6436","4016","2404","774","188","57","15","12","6","5","1","2","-"
"3304557021","Lagoa - Rio de Janeiro (RJ)","Total","Total","8320","1855","2723","1874","1380","377","89","16","5","1","-","-","-","-","-"
"3304557022","Jardim Botânico - Rio de Janeiro (RJ)","Total","Total","6978","1664","2169","1538","1098","318","108","43","20","5","7","4","1","-","3"
"3304557023","Gávea - Rio de Janeiro (RJ)","Total","Total","6415","1674","1958","1438","928","278","88","22","15","4","5","2","-","-","3"
"3304557024","Vidigal - Rio de Janeiro (RJ)","Total","Total","4304","734","1044","1125","817","358","138","45","25","4","5","6","1","2","-"
"3304557025","São Conrado - Rio de Janeiro (RJ)","Total","Total","3855","739","1052","891","696","294","117","46","10","1","3","5","1","-","-"
"3304557026","São Cristóvão - Rio de Janeiro (RJ)","Total","Total","8595","1566","2391","2097","1482","638","249","100","39","12","12","6","1","-","2"
"3304557027","Mangueira - Rio de Janeiro (RJ)","Total","Total","5080","633","1045","1226","984","597","295","131","81","38","21","15","4","4","6"
"3304557028","Benfica - Rio de Janeiro (RJ)","Total","Total","7778","1337","1894","1854","1428","743","301","116","55","23","11","6","2","4","4"
"3304557029","Praça da Bandeira - Rio de Janeiro (RJ)","Total","Total","3426","826","1092","797","504","138","42","13","7","-","3","2","-","1","1"
"3304557030","Tijuca - Rio de Janeiro (RJ)","Total","Total","61905","13003","19362","14738","9772","3331","1062","351","148","64","36","20","9","2","7"
"3304557031","Alto da Boa Vista - Rio de Janeiro (RJ)","Total","Total","2972","457","756","719","558","274","116","47","18","9","10","2","2","-","4"
"3304557032","Maracanã - Rio de Janeiro (RJ)","Total","Total","9847","2086","3237","2341","1559","447","128","25","14","5","1","2","-","1","1"
"3304557033","Vila Isabel - Rio de Janeiro (RJ)","Total","Total","31093","6077","9231","7464","5014","2037","759","274","127","62","20","10","9","4","5"
"3304557034","Andaraí - Rio de Janeiro (RJ)","Total","Total","14683","3010","4434","3663","2301","791","270","120","53","20","13","3","2","1","2"
"3304557035","Grajaú - Rio de Janeiro (RJ)","Total","Total","14203","2774","4206","3583","2380","822","276","92","34","18","9","4","1","1","3"
"3304557036","Manguinhos - Rio de Janeiro (RJ)","Total","Total","10622","1467","2088","2514","2057","1312","647","267","137","64","37","11","17","1","3"
"3304557037","Bonsucesso - Rio de Janeiro (RJ)","Total","Total","6681","1343","1929","1634","1090","425","157","54","31","5","7","4","1","-","1"
"3304557038","Ramos - Rio de Janeiro (RJ)","Total","Total","14055","2353","3769","3696","2575","1062","355","140","59","19","11","7","2","4","3"
"3304557039","Olaria - Rio de Janeiro (RJ)","Total","Total","19821","3257","5308","5286","3641","1450","508","206","90","37","20","13","3","1","1"
"3304557040","Penha - Rio de Janeiro (RJ)","Total","Total","23915","3508","5688","6059","4752","2180","786","367","172","96","93","26","31","7","150"
"3304557041","Penha Circular - Rio de Janeiro (RJ)","Total","Total","15566","2347","4117","4048","2855","1212","514","181","125","50","37","13","11","5","51"
"3304557042","Brás de Pina - Rio de Janeiro (RJ)","Total","Total","19103","2859","4731","4852","3783","1685","655","263","122","65","33","9","12","6","28"
"3304557043","Cordovil - Rio de Janeiro (RJ)","Total","Total","14571","2326","3675","3654","2713","1278","472","197","107","51","37","15","9","3","34"
"3304557044","Parada de Lucas - Rio de Janeiro (RJ)","Total","Total","7204","1132","1621","1793","1360","706","294","129","48","21","36","6","7","1","50"
"3304557045","Vigário Geral - Rio de Janeiro (RJ)","Total","Total","12640","1903","2783","3159","2404","1257","576","245","122","73","47","9","9","7","46"
"3304557046","Jardim América - Rio de Janeiro (RJ)","Total","Total","8130","1179","2050","2148","1615","663","265","99","43","11","13","11","3","1","29"
"3304557047","São Francisco Xavier - Rio de Janeiro (RJ)","Total","Total","2837","507","743","698","524","216","83","22","26","7","5","3","2","-","1"
"3304557048","Rocha - Rio de Janeiro (RJ)","Total","Total","3128","548","896","801","583","206","52","20","16","4","1","1","-","-","-"
"3304557049","Riachuelo - Rio de Janeiro (RJ)","Total","Total","4532","842","1293","1182","760","297","91","36","17","9","3","1","1","-","-"
"3304557050","Sampaio - Rio de Janeiro (RJ)","Total","Total","3235","397","758","760","635","359","166","71","45","17","12","6","5","-","4"
"3304557051","Engenho Novo - Rio de Janeiro (RJ)","Total","Total","14244","2385","3783","3606","2516","1154","434","193","91","36","21","11","8","3","3"
"3304557052","Lins de Vasconcelos - Rio de Janeiro (RJ)","Total","Total","12262","2000","3166","2893","2349","933","564","165","95","34","13","11","29","3","7"
"3304557053","Méier - Rio de Janeiro (RJ)","Total","Total","18762","3654","5832","4753","3116","970","289","94","31","13","5","2","2","1","-"
"3304557054","Todos os Santos - Rio de Janeiro (RJ)","Total","Total","8789","1334","2582","2438","1692","546","131","41","14","4","5","-","1","-","1"
"3304557055","Cachambi - Rio de Janeiro (RJ)","Total","Total","15047","2382","4444","4186","2666","910","289","107","32","16","9","3","1","1","1"
"3304557056","Engenho de Dentro - Rio de Janeiro (RJ)","Total","Total","15775","2760","4366","3958","2797","1163","433","160","74","39","12","4","5","2","2"
"3304557057","Água Santa - Rio de Janeiro (RJ)","Total","Total","2498","351","637","675","472","224","87","25","15","7","-","4","1","-","-"
"3304557058","Encantado - Rio de Janeiro (RJ)","Total","Total","5216","917","1406","1354","909","389","152","51","21","8","4","2","1","1","1"
"3304557059","Piedade - Rio de Janeiro (RJ)","Total","Total","14871","2521","3966","3829","2748","1122","375","179","65","33","19","4","5","2","3"
"3304557060","Abolição - Rio de Janeiro (RJ)","Total","Total","4099","783","1157","1029","723","263","83","40","11","6","2","1","-","-","1"
"3304557061","Pilares - Rio de Janeiro (RJ)","Total","Total","9266","1624","2385","2342","1660","734","309","118","49","25","11","4","3","1","1"
"3304557062","Vila Kosmos - Rio de Janeiro (RJ)","Total","Total","5931","828","1510","1570","1136","500","233","81","34","14","9","4","1","7","4"
"3304557063","Vicente de Carvalho - Rio de Janeiro (RJ)","Total","Total","8299","1332","2116","2066","1582","713","296","98","55","21","13","4","2","-","1"
"3304557064","Vila da Penha - Rio de Janeiro (RJ)","Total","Total","9188","1492","2688","2526","1737","536","130","50","19","6","-","3","-","-","1"
"3304557065","Vista Alegre - Rio de Janeiro (RJ)","Total","Total","3008","462","885","735","617","205","64","23","11","1","5","-","-","-","-"
"3304557066","Irajá - Rio de Janeiro (RJ)","Total","Total","33219","5240","9197","8837","6050","2453","875","319","151","50","20","9","9","4","5"
"3304557067","Colégio - Rio de Janeiro (RJ)","Total","Total","9457","1426","2273","2424","1822","857","391","146","68","25","11","5","3","2","4"
"3304557068","Campinho - Rio de Janeiro (RJ)","Total","Total","3466","538","960","899","644","251","104","47","12","8","3","-","-","-","-"
"3304557069","Quintino Bocaiúva - Rio de Janeiro (RJ)","Total","Total","10553","1736","2846","2672","1932","801","294","144","66","34","14","8","2","2","2"
"3304557070","Cavalcanti - Rio de Janeiro (RJ)","Total","Total","5265","854","1252","1375","939","454","227","83","53","20","6","2","-","-","-"
"3304557071","Engenheiro Leal - Rio de Janeiro (RJ)","Total","Total","1885","258","399","472","379","233","87","30","21","6","-","-","-","-","-"
"3304557072","Cascadura - Rio de Janeiro (RJ)","Total","Total","11413","1801","3023","2847","2098","930","406","146","77","46","15","11","11","2","-"
"3304557073","Madureira - Rio de Janeiro (RJ)","Total","Total","16875","2875","4461","4001","3169","1446","537","187","97","57","23","7","7","2","6"
"3304557074","Vaz Lobo - Rio de Janeiro (RJ)","Total","Total","4897","777","1210","1237","847","435","233","72","35","20","21","6","1","1","2"
"3304557075","Turiaçu - Rio de Janeiro (RJ)","Total","Total","5480","829","1276","1405","1058","502","210","92","45","33","11","8","3","4","4"
"3304557076","Rocha Miranda - Rio de Janeiro (RJ)","Total","Total","14867","2465","3853","3705","2769","1238","507","192","75","31","16","6","4","4","2"
"3304557077","Honório Gurgel - Rio de Janeiro (RJ)","Total","Total","7306","1232","1744","1883","1405","601","263","99","39","18","15","2","3","2","-"
"3304557078","Oswaldo Cruz - Rio de Janeiro (RJ)","Total","Total","11759","2090","3018","3052","2142","934","315","107","65","21","8","5","-","2","-"
"3304557079","Bento Ribeiro - Rio de Janeiro (RJ)","Total","Total","14886","2449","3941","3842","2754","1173","409","187","65","32","16","8","3","3","4"
"3304557080","Marechal Hermes - Rio de Janeiro (RJ)","Total","Total","15983","2684","3927","4051","3032","1333","518","231","119","43","25","10","7","1","2"
"3304557081","Jacarepaguá - Rio de Janeiro (RJ)","Total","Total","52812","8887","13361","13627","9820","4234","1668","650","278","155","68","44","12","3","5"
"3304557082","Anil - Rio de Janeiro (RJ)","Total","Total","8066","1173","2105","2045","1700","677","224","82","32","15","5","5","1","1","1"
"3304557083","Gardênia Azul - Rio de Janeiro (RJ)","Total","Total","6025","1030","1563","1540","1066","498","212","65","30","10","4","2","3","-","2"
"3304557084","Cidade de Deus - Rio de Janeiro (RJ)","Total","Total","11388","1828","2591","2651","2139","1134","534","245","140","61","33","11","9","8","4"
"3304557085","Curicica - Rio de Janeiro (RJ)","Total","Total","10091","1393","2446","2694","2093","868","345","129","50","37","18","7","6","2","3"
"3304557086","Freguesia (Jacarepaguá) - Rio de Janeiro (RJ)","Total","Total","24133","3682","6531","6494","4733","1718","587","205","80","47","32","12","5","3","4"
"3304557087","Pechincha - Rio de Janeiro (RJ)","Total","Total","12467","2069","3675","3296","2338","734","220","81","29","9","9","2","3","-","2"
"3304557088","Taquara - Rio de Janeiro (RJ)","Total","Total","33841","4997","8786","8829","6669","2789","1025","406","185","66","41","24","10","6","8"
"3304557089","Tanque - Rio de Janeiro (RJ)","Total","Total","12556","2000","3210","3219","2389","1032","395","167","77","34","15","13","1","1","3"
"3304557090","Praça Seca - Rio de Janeiro (RJ)","Total","Total","20897","2976","5387","5574","4093","1687","670","254","145","57","23","11","9","6","5"
"3304557091","Vila Valqueire - Rio de Janeiro (RJ)","Total","Total","10678","1374","2761","2979","2264","796","316","111","42","17","7","4","4","3","-"
"3304557092","Deodoro - Rio de Janeiro (RJ)","Total","Total","3291","424","708","824","684","385","135","58","40","19","6","2","3","1","2"
"3304557093","Vila Militar - Rio de Janeiro (RJ)","Total","Total","4152","495","1001","1094","893","411","158","51","28","11","4","3","1","1","1"
"3304557094","Campo dos Afonsos - Rio de Janeiro (RJ)","Total","Total","375","17","42","97","148","49","18","4","-","-","-","-","-","-","-"
"3304557095","Jardim Sulacap - Rio de Janeiro (RJ)","Total","Total","4388","536","1194","1231","944","323","107","34","14","4","1","-","-","-","-"
"3304557096","Magalhães Bastos - Rio de Janeiro (RJ)","Total","Total","8089","1332","2026","2009","1494","727","291","117","43","24","15","7","2","2","-"
"3304557097","Realengo - Rio de Janeiro (RJ)","Total","Total","59238","9232","14579","15164","11712","5071","1967","823","365","160","91","39","13","8","14"
"3304557098","Padre Miguel - Rio de Janeiro (RJ)","Total","Total","21146","3267","5192","5402","4215","1869","684","266","154","53","23","13","3","2","3"
"3304557099","Bangu - Rio de Janeiro (RJ)","Total","Total","76832","10922","18072","19608","15821","7247","2924","1191","540","270","128","52","29","13","15"
"3304557100","Senador Camará - Rio de Janeiro (RJ)","Total","Total","34042","5111","7979","8601","7046","3169","1204","509","232","102","47","26","9","4","3"
"3304557101","Santíssimo - Rio de Janeiro (RJ)","Total","Total","13124","1692","3004","3535","2773","1333","462","179","74","36","17","13","5","-","1"
"3304557102","Campo Grande - Rio de Janeiro (RJ)","Total","Total","104804","13187","25138","27896","22972","9530","3506","1429","604","304","130","52","29","8","19"
"3304557103","Senador Vasconcelos - Rio de Janeiro (RJ)","Total","Total","9826","1315","2361","2596","2037","938","350","132","43","27","14","8","-","2","3"
"3304557104","Inhoaíba - Rio de Janeiro (RJ)","Total","Total","19867","2609","4496","4905","4134","2106","861","384","197","79","50","22","9","10","5"
"3304557105","Cosmos - Rio de Janeiro (RJ)","Total","Total","24081","3200","5355","6240","5208","2337","1005","417","172","65","43","20","11","3","5"
"3304557106","Paciência - Rio de Janeiro (RJ)","Total","Total","28678","3648","6376","7115","6003","3069","1394","578","272","106","62","28","14","9","4"
"3304557107","Santa Cruz - Rio de Janeiro (RJ)","Total","Total","66087","8407","14460","16689","13919","7017","3030","1322","600","287","173","71","47","22","43"
"3304557108","Sepetiba - Rio de Janeiro (RJ)","Total","Total","17833","2878","4271","4112","3239","1793","809","371","170","88","53","19","16","3","11"
"3304557109","Ribeira - Rio de Janeiro (RJ)","Total","Total","1263","222","350","353","226","77","22","6","5","1","1","-","-","-","-"
"3304557110","Zumbi - Rio de Janeiro (RJ)","Total","Total","731","114","230","192","136","41","11","5","2","-","-","-","-","-","-"
"3304557111","Cacuia - Rio de Janeiro (RJ)","Total","Total","3769","617","993","982","738","279","89","36","21","6","3","1","2","1","1"
"3304557112","Pitangueiras - Rio de Janeiro (RJ)","Total","Total","3917","659","962","992","734","337","143","53","20","9","3","4","1","-","-"
"3304557113","Praia da Bandeira - Rio de Janeiro (RJ)","Total","Total","2135","359","594","593","411","122","36","12","5","2","1","-","-","-","-"
"3304557114","Cocotá - Rio de Janeiro (RJ)","Total","Total","1706","300","491","395","333","123","41","12","3","3","3","2","-","-","-"
"3304557115","Bancários - Rio de Janeiro (RJ)","Total","Total","4088","590","989","1107","775","387","157","44","26","7","1","4","-","1","-"
"3304557116","Freguesia (Ilha do Governador) - Rio de Janeiro (RJ)","Total","Total","6581","1022","1739","1725","1255","527","196","66","31","12","4","-","2","1","1"
"3304557117","Jardim Guanabara - Rio de Janeiro (RJ)","Total","Total","11292","1777","3202","2949","2232","801","206","84","24","6","6","2","-","1","2"
"3304557118","Jardim Carioca - Rio de Janeiro (RJ)","Total","Total","8448","1325","2255","2159","1661","663","242","87","33","11","7","3","1","-","1"
"3304557119","Tauá - Rio de Janeiro (RJ)","Total","Total","9811","1574","2446","2595","1805","809","334","116","66","39","19","4","2","-","2"
"3304557120","Moneró - Rio de Janeiro (RJ)","Total","Total","2384","426","753","614","402","121","36","15","12","5","-","-","-","-","-"
"3304557121","Portuguesa - Rio de Janeiro (RJ)","Total","Total","8304","1285","2339","2264","1517","565","217","74","23","10","6","2","-","-","2"
"3304557122","Galeão - Rio de Janeiro (RJ)","Total","Total","6857","749","1483","1808","1580","788","274","105","35","17","7","5","2","1","3"
"3304557123","Cidade Universitária - Rio de Janeiro (RJ)","Total","Total","457","63","108","101","101","50","17","9","3","2","2","-","1","-","-"
"3304557124","Guadalupe - Rio de Janeiro (RJ)","Total","Total","15783","2649","4018","3931","2947","1318","539","189","118","42","17","7","4","3","1"
"3304557125","Anchieta - Rio de Janeiro (RJ)","Total","Total","17702","2482","4064","4575","3750","1660","655","275","129","56","29","14","7","4","2"
