Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
3301900016;Joaquim de Oliveira - Itaboraí (RJ);1617
3301900017;Nancilândia - Itaboraí (RJ);817
3301900018;Nova Cidade - Itaboraí (RJ);2349
3301900019;Outeiro das Pedras - Itaboraí (RJ);1497
3301900020;Picos - Itaboraí (RJ);236
3301900021;Quissamã - Itaboraí (RJ);1352
3301900022;Retiro - Itaboraí (RJ);519
3301900023;Retiro São Joaquim - Itaboraí (RJ);2385
3301900024;Rio Várzea - Itaboraí (RJ);1383
3301900025;Santo Expedito - Itaboraí (RJ);821
3301900026;Sapê - Itaboraí (RJ);129
3301900027;Sossego - Itaboraí (RJ);1207
3301900028;Três Pontes - Itaboraí (RJ);286
3301900029;Venda das Pedras - Itaboraí (RJ);796
3301900030;Vila Rica - Itaboraí (RJ);246
3301900031;Cabuçu - Itaboraí (RJ);957
3301900032;Curuzu - Itaboraí (RJ);66
3301900033;Pitanga - Itaboraí (RJ);32
3301900034;Recanto dos Magalhães - Itaboraí (RJ);138
3301900035;São José - Itaboraí (RJ);434
3301900036;São Sebastião - Itaboraí (RJ);32
3301900037;Vila Verde - Itaboraí (RJ);604
3301900038;Gebara - Itaboraí (RJ);927
3301900039;Grande Rio - Itaboraí (RJ);1697
3301900040;Itambi - Itaboraí (RJ);503
3301900041;Jardim Itambi - Itaboraí (RJ);824
3301900042;João Caetano - Itaboraí (RJ);2461
3301900043;Morada do Sol I - Itaboraí (RJ);310
3301900044;Morada do Sol II - Itaboraí (RJ);305
3301900045;Parque Aurora - Itaboraí (RJ);531
3301900046;Aldeia da Prata - Itaboraí (RJ);1625
3301900047;Apollo II - Itaboraí (RJ);2015
3301900048;Granjas Cabuçu - Itaboraí (RJ);706
3301900049;Manilha - Itaboraí (RJ);2695
3301900050;Marambaia - Itaboraí (RJ);2195
3301900051;Monte Verde - Itaboraí (RJ);1211
3301900052;Novo Horizonte - Itaboraí (RJ);1896
3301900053;Santo Antônio - Itaboraí (RJ);1924
3301900054;São Miguel - Itaboraí (RJ);294
3301900055;Vila Brasil - Itaboraí (RJ);1783
3301900056;Vila Gabriela - Itaboraí (RJ);1108
3301900057;Granjas Mirassol - Itaboraí (RJ);204
3301900058;Pachecos - Itaboraí (RJ);240
3301900059;Perobas - Itaboraí (RJ);336
3301900060;Nossa Senhora da Conceição - Itaboraí (RJ);12
3301900061;Porto das Caixas - Itaboraí (RJ);1157
3301900062;Agro Brasil - Itaboraí (RJ);223
3301900063;Alto Jacu - Itaboraí (RJ);414
3301900064;Chácara Bela Vista - Itaboraí (RJ);62
3301900065;Parque Nova Friburgo - Itaboraí (RJ);330
3301900066;Quinta dos Colibris - Itaboraí (RJ);83
3301900067;Sambaetiba - Itaboraí (RJ);313
3301900068;Itamarati - Itaboraí (RJ);1114
3301900069;Maravilha - Itaboraí (RJ);190
3301900070;Vila Visconde - Itaboraí (RJ);689
3301900071;Vilage do Sol - Itaboraí (RJ);59
3301900072;Visconde - Itaboraí (RJ);621
3302270001;Centro de Japeri - Japeri (RJ);663
3302270002;Virgem de Fátima - Japeri (RJ);392
3302270003;Beira-Rio - Japeri (RJ);411
3302270004;Proletário - Japeri (RJ);738
3302270005;Chacrinha - Japeri (RJ);1228
3302270006;Fazenda Americana - Japeri (RJ);119
3302270007;Nova Belém - Japeri (RJ);3681
3302270008;Lagoa do Sapo - Japeri (RJ);1073
3302270009;São Pedro - Japeri (RJ);36
3302270010;Santa Inês - Japeri (RJ);373
3302270011;São Jorge - Japeri (RJ);898
3302270012;Centro de Engenheiro Pedreira - Japeri (RJ);4914
3302270013;Das Granjas - Japeri (RJ);346
3302270014;Bananal - Japeri (RJ);526
3302270015;Mucajá - Japeri (RJ);1941
3302270016;São Cosme e São Damião - Japeri (RJ);820
3302270017;Caramujos - Japeri (RJ);2402
3302270018;Delamare - Japeri (RJ);1522
3302270019;Alecrim - Japeri (RJ);1829
3302270020;Cajuri - Japeri (RJ);1237
3302270021;Dos Eucaliptos - Japeri (RJ);1396
3302270022;Belo Horizonte - Japeri (RJ);1029
3302270023;Aljezur - Japeri (RJ);544
3302270024;Laranjal - Japeri (RJ);351
3302270025;Guandu - Japeri (RJ);923
3302270026;Marajoara - Japeri (RJ);1049
3302270027;Santo Antônio - Japeri (RJ);70
3302270028;Santa Amelia - Japeri (RJ);454
3302270029;Rio D'Ouro - Japeri (RJ);786
3302270030;Esperança - Japeri (RJ);277
3302403001;Barra de Macaé - Macaé (RJ);8088
3302403002;Parque Aeroporto - Macaé (RJ);6770
3302403003;Ajuda - Macaé (RJ);4257
3302403004;Cabiúnas - Macaé (RJ);48
3302403005;Lagomar - Macaé (RJ);7246
3302403006;São José do Barreto - Macaé (RJ);739
3302403007;Imboassica - Macaé (RJ);311
3302403008;Lagoa - Macaé (RJ);1269
3302403009;Vale Encantado - Macaé (RJ);51
3302403010;Granja dos Cavaleiros - Macaé (RJ);1312
3302403011;Glória - Macaé (RJ);1738
3302403012;Cavaleiros - Macaé (RJ);570
3302403013;Centro - Macaé (RJ);1568
3302403014;Imbetiba - Macaé (RJ);1180
3302403015;Cajueiros - Macaé (RJ);1032
3302403016;Miramar - Macaé (RJ);1298
3302403017;Visconde de Araújo - Macaé (RJ);3135
3302403018;Praia Campista - Macaé (RJ);1002
3302403019;Riviera Fluminense - Macaé (RJ);3029
3302403020;Aroeira - Macaé (RJ);4499
3302403021;Botafogo - Macaé (RJ);4656
3302403022;Virgem Santa - Macaé (RJ);361
3302809001;Martins Costa - Mendes (RJ);406
3302809002;Morsing - Mendes (RJ);361
3302809003;Cinco Lagos - Mendes (RJ);400
3303203001;Centro - Nilópolis (RJ);3749
3303203002;Frigorífico - Nilópolis (RJ);866
3303203003;Nova Cidade - Nilópolis (RJ);2566
3303203004;Novo Horizonte - Nilópolis (RJ);2969
3303203005;Cabuís - Nilópolis (RJ);2286
3303203006;Tropical - Nilópolis (RJ);1513
3303203007;Santos Dumont - Nilópolis (RJ);4065
3303203008;Manoel Reis I - Nilópolis (RJ);5110
3303203009;Nossa Senhora de Fátima - Nilópolis (RJ);3280
3303203010;Centro de Olinda - Nilópolis (RJ);2606
3303203011;da Mina - Nilópolis (RJ);3834
3303203012;Paiol - Nilópolis (RJ);3003
3303203013;Cabral - Nilópolis (RJ);3518
3303203014;Cabuís II - Nilópolis (RJ);1328
3303203015;Manoel Reis II - Nilópolis (RJ);1423
3303302001;Badu - Niterói (RJ);1617
3303302002;Baldeador - Niterói (RJ);864
3303302003;Barreto - Niterói (RJ);3954
3303302004;Boa Viagem - Niterói (RJ);280
3303302005;Cachoeira - Niterói (RJ);785
3303302006;Cafubá - Niterói (RJ);849
3303302007;Camboinhas - Niterói (RJ);692
3303302008;Cantagalo - Niterói (RJ);2396
3303302009;Caramujo - Niterói (RJ);2343
3303302010;Centro - Niterói (RJ);2688
3303302011;Charitas - Niterói (RJ);2505
3303302012;Cubango - Niterói (RJ);2772
3303302013;Engenhoca - Niterói (RJ);5559
3303302014;Engenho do Mato - Niterói (RJ);2664
3303302015;Fátima - Niterói (RJ);803
3303302016;Fonseca - Niterói (RJ);11654
3303302017;Gragoatá - Niterói (RJ);29
3303302018;Icaraí - Niterói (RJ);12165
3303302019;Ilha da Conceição - Niterói (RJ);1391
3303302020;Ingá - Niterói (RJ);2899
3303302021;Itacoatiara - Niterói (RJ);253
3303302022;Itaipu - Niterói (RJ);1270
3303302023;Ititioca - Niterói (RJ);2660
3303302024;Jacaré - Niterói (RJ);1128
3303302025;Jurujuba - Niterói (RJ);710
3303302026;Largo da Batalha - Niterói (RJ);2628
3303302027;Maceió - Niterói (RJ);1174
3303302028;Maria Paula - Niterói (RJ);1713
3303302029;Matapaca - Niterói (RJ);270
3303302030;Morro do Estado - Niterói (RJ);1372
3303302031;Muriqui - Niterói (RJ);198
3303302032;Pé Pequeno - Niterói (RJ);901
3303302033;Piratininga - Niterói (RJ);3800
3303302034;Ponta D'Areia - Niterói (RJ);1490
3303302035;Rio do Ouro - Niterói (RJ);718
3303302036;Santa Bárbara - Niterói (RJ);1986
3303302037;Santana - Niterói (RJ);1651
3303302038;Santa Rosa - Niterói (RJ);6056
3303302039;São Domingos - Niterói (RJ);796
3303302040;São Francisco - Niterói (RJ);1688
3303302041;São Lourenço - Niterói (RJ);2430
3303302042;Sapê - Niterói (RJ);2044
3303302043;Tenente Jardim - Niterói (RJ);931
3303302044;Várzea das Moças - Niterói (RJ);798
3303302045;Viçoso Jardim - Niterói (RJ);1247
3303302046;Vila Progresso - Niterói (RJ);861
3303302047;Viradouro - Niterói (RJ);1425
3303302048;Vital Brasil - Niterói (RJ);650
3303302049;Santo Antônio - Niterói (RJ);927
3303302050;Maravista - Niterói (RJ);2240
3303302051;Serra Grande - Niterói (RJ);2103
3303302052;Jardim Imbuí - Niterói (RJ);240
3303500001;Centro - Nova Iguaçu (RJ);5730
3303500002;Califórnia - Nova Iguaçu (RJ);1522
3303500003;Vila Nova - Nova Iguaçu (RJ);2373
3303500004;Juscelino - Nova Iguaçu (RJ);693
3303500005;Caonze - Nova Iguaçu (RJ);1342
3303500006;Da Luz - Nova Iguaçu (RJ);6554
3303500007;Santa Eugênia - Nova Iguaçu (RJ);3516
3303500008;Jardim Iguaçu - Nova Iguaçu (RJ);2953
3303500009;Chacrinha - Nova Iguaçu (RJ);1195
3303500010;Moquetá - Nova Iguaçu (RJ);2316
3303500011;Da Viga - Nova Iguaçu (RJ);3312
3303500012;Rancho Novo - Nova Iguaçu (RJ);1833
3303500013;Vila Operária - Nova Iguaçu (RJ);3694
3303500014;Engenho Pequeno - Nova Iguaçu (RJ);3850
3303500015;Jardim Tropical - Nova Iguaçu (RJ);2269
3303500016;Da Prata - Nova Iguaçu (RJ);1839
3303500017;Da Posse - Nova Iguaçu (RJ);3217
3303500018;Da Cerâmica - Nova Iguaçu (RJ);6101
3303500019;Ponto Chic - Nova Iguaçu (RJ);4493
3303500020;Ambaí - Nova Iguaçu (RJ);1995
3303500021;Nova América - Nova Iguaçu (RJ);4362
3303500022;Carmary - Nova Iguaçu (RJ);5708
3303500023;Três Corações - Nova Iguaçu (RJ);1176
3303500024;Kennedy - Nova Iguaçu (RJ);4613
3303500025;Parque Flora - Nova Iguaçu (RJ);2824
3303500026;Botafogo - Nova Iguaçu (RJ);1361
3303500027;Comendador Soares - Nova Iguaçu (RJ);8152
3303500028;Ouro Verde - Nova Iguaçu (RJ);3489
3303500029;Jardim Alvorada - Nova Iguaçu (RJ);3689
3303500030;Danon - Nova Iguaçu (RJ);1936
3303500031;Jardim Palmares - Nova Iguaçu (RJ);5562
3303500032;Rosa dos Ventos - Nova Iguaçu (RJ);5023
3303500033;Jardim Pernambuco - Nova Iguaçu (RJ);3603
3303500034;Jardim Nova Era - Nova Iguaçu (RJ);4302
3303500035;Mesquita - Nova Iguaçu (RJ);...
3303500036;Vila Emil - Nova Iguaçu (RJ);...
3303500037;Cosmorama - Nova Iguaçu (RJ);...
3303500038;Edson Passos - Nova Iguaçu (RJ);...
3303500039;Santa Terezinha - Nova Iguaçu (RJ);...
3303500040;Banco de Areia - Nova Iguaçu (RJ);...
3303500041;Rocha Sobrinho - Nova Iguaçu (RJ);...
3303500042;Jacutinga - Nova Iguaçu (RJ);...
3303500043;Santo Elias - Nova Iguaçu (RJ);...
3303500044;Chatuba - Nova Iguaçu (RJ);...
3303500045;Cabuçu - Nova Iguaçu (RJ);8144
3303500046;Da Palhada - Nova Iguaçu (RJ);4167
3303500047;Valverde - Nova Iguaçu (RJ);3707
3303500048;Marapicu - Nova Iguaçu (RJ);4464
3303500049;Lagoinha - Nova Iguaçu (RJ);4887
3303500050;Campo Alegre - Nova Iguaçu (RJ);3018
3303500051;Ipiranga - Nova Iguaçu (RJ);3405
3303500052;Km - 32 - Nova Iguaçu (RJ);5568
3303500053;Paraíso - Nova Iguaçu (RJ);5934
3303500054;Jardim Guandu - Nova Iguaçu (RJ);5838
3303500055;Prados Verdes - Nova Iguaçu (RJ);3331
3303500056;Austin - Nova Iguaçu (RJ);8173
3303500057;Riachão - Nova Iguaçu (RJ);4130
3303500058;Inconfidência - Nova Iguaçu (RJ);1920
3303500059;Carlos Sampaio - Nova Iguaçu (RJ);2808
3303500060;Tinguazinho - Nova Iguaçu (RJ);3330
3303500061;Cacuia - Nova Iguaçu (RJ);2587
3303500062;Rodilândia - Nova Iguaçu (RJ);5183
3303500063;Vila Guimarães - Nova Iguaçu (RJ);5523
3303500064;Vila de Cava - Nova Iguaçu (RJ);5428
3303500065;Santa Rita - Nova Iguaçu (RJ);8024
3303500066;Rancho Fundo - Nova Iguaçu (RJ);2314
3303500067;Figueiras - Nova Iguaçu (RJ);797
3303500068;Iguaçu Velho - Nova Iguaçu (RJ);1428
3303500069;Corumbá - Nova Iguaçu (RJ);4411
3303500070;Miguel Couto - Nova Iguaçu (RJ);5632
3303500071;Boa Esperança - Nova Iguaçu (RJ);1787
3303500072;Parque Ambaí - Nova Iguaçu (RJ);3762
3303500073;Grama - Nova Iguaçu (RJ);3260
3303500074;Geneciano - Nova Iguaçu (RJ);3211
3303500075;Tinguá - Nova Iguaçu (RJ);590
3303500076;Montevidéu - Nova Iguaçu (RJ);818
3303500077;Adrianópolis - Nova Iguaçu (RJ);1450
3303500078;Rio D'Ouro - Nova Iguaçu (RJ);...
3303500079;Jaceruba - Nova Iguaçu (RJ);...
3304128001;Água Espalhada - Quatis (RJ);94
3304128002;Alto Paraíso - Quatis (RJ);136
3304128003;Barrinha - Quatis (RJ);67
3304128004;Bela Vista - Quatis (RJ);7
3304128005;Boa Vista - Quatis (RJ);75
3304128006;Bondarovsky - Quatis (RJ);298
3304128007;Centro - Quatis (RJ);232
3304128008;Industrial - Quatis (RJ);..
3304128009;Jardim Independência - Quatis (RJ);258
3304128010;Jardim Pollastri - Quatis (RJ);180
3304128011;Mirandópolis - Quatis (RJ);264
3304128012;Nossa Senhora do Rosário - Quatis (RJ);636
3304128013;Pilotos - Quatis (RJ);277
3304128014;Santa Bárbara - Quatis (RJ);195
3304128015;Santo Antônio - Quatis (RJ);263
3304128016;São Benedito - Quatis (RJ);367
3304201001;Centro - Resende (RJ);512
3304201002;Jardim Brasília - Resende (RJ);239
3304201003;Parque Jalisco - Resende (RJ);347
3304201004;Manejo - Resende (RJ);58
3304201005;Vila Liberdade - Resende (RJ);929
3304201006;Vila Itapuca - Resende (RJ);1099
3304201007;Alegria - Resende (RJ);683
3304201008;Surubi - Resende (RJ);474
3304201009;Vicentina - Resende (RJ);712
3304201010;Campos Elíseos - Resende (RJ);413
3304201011;Cabral - Resende (RJ);1401
3304201012;Paraíso - Resende (RJ);2114
3304201013;São Caetano - Resende (RJ);624
3304201014;Alto do Surubi - Resende (RJ);480
3304201015;Novo Surubi - Resende (RJ);689
3304201016;Vila Verde - Resende (RJ);101
3304201017;Morro do Machado - Resende (RJ);96
3304201018;Morro do Batista - Resende (RJ);213
3304201019;Alto dos Passos - Resende (RJ);225
3304201020;Vila Moderna - Resende (RJ);301
3304201021;Vila Santo Amaro - Resende (RJ);840
3304201022;Parque Ipiranga II - Resende (RJ);...
3304201023;Parque Ipiranga I - Resende (RJ);248
3304201024;Jardim Brasília II - Resende (RJ);86
3304201025;Eucaliptal - Resende (RJ);3
3304201026;Vila Adelaide - Resende (RJ);77
3304201027;Vila Central - Resende (RJ);74
3304201028;Vila Elizabeth - Resende (RJ);12
3304201029;Condomínio Horizontal Tácito - Resende (RJ);10
3304201030;Barbosa Lima - Resende (RJ);112
3304201031;Jorge Vas Curvo - Resende (RJ);160
3304201032;Vila Nova Liberdade - Resende (RJ);617
3304201033;Vila Santa Cecília - Resende (RJ);308
3304201034;Vila Julieta - Resende (RJ);1387
3304201035;Vila Huda Rocha - Resende (RJ);38
3304201036;Indústria IQR - Resende (RJ);5
3304201037;Vila Santa Isabel - Resende (RJ);150
3304201038;Retiro do Paraíso - Resende (RJ);104
3304201039;Bairro Helite - Resende (RJ);212
3304201040;Morada da Felicidade - Resende (RJ);46
3304201041;Baixada da Itapuca - Resende (RJ);545
3304201042;Aeroporto - Resende (RJ);24
3304201044;Morada da Colina - Resende (RJ);365
3304201045;Mirante das Agulhas - Resende (RJ);343
3304201046;Morada do Bosque - Resende (RJ);6
3304201047;Condomínio Morada das Agulhas - Resende (RJ);30
3304201048;Casa da Lua - Resende (RJ);106
3304201049;Boa Vista - Resende (RJ);183
3304201050;Boa Vista II - Resende (RJ);251
3304201051;Mirante da Serra - Resende (RJ);89
3304201052;Toyota - Resende (RJ);595
3304201053;Primavera - Resende (RJ);785
3304201054;Vila Isabel - Resende (RJ);389
3304201055;Jardim Beira Rio - Resende (RJ);594
3304201056;Nova Alegria - Resende (RJ);750
3304201057;Jardim Alegria - Resende (RJ);568
3304201058;Cidade da Alegria - Resende (RJ);3302
3304201059;Alegria II - Resende (RJ);49
3304201060;Comercial - Resende (RJ);239
3304201061;Jardim Tropical - Resende (RJ);23
3304201062;Montese - Resende (RJ);91
3304201063;Montese II - Resende (RJ);23
3304201064;Morada do Castelo - Resende (RJ);53
3304201065;Alambari - Resende (RJ);67
3304201066;Castelo Branco - Resende (RJ);333
3304201067;São Caetano III - Resende (RJ);...
3304557001;Centro - Rio de Janeiro (RJ);5905
3304557002;Gamboa - Rio de Janeiro (RJ);3917
3304557003;Santo Cristo - Rio de Janeiro (RJ);3275
3304557004;Caju - Rio de Janeiro (RJ);6381
3304557005;Catumbi - Rio de Janeiro (RJ);3542
3304557006;Rio Comprido - Rio de Janeiro (RJ);10912
3304557007;Cidade Nova - Rio de Janeiro (RJ);1356
3304557008;Estácio - Rio de Janeiro (RJ);4487
3304557009;Flamengo - Rio de Janeiro (RJ);5839
3304557010;Glória - Rio de Janeiro (RJ);1137
3304557011;Laranjeiras - Rio de Janeiro (RJ);7295
3304557012;Catete - Rio de Janeiro (RJ);3993
3304557013;Cosme Velho - Rio de Janeiro (RJ);1729
3304557014;Botafogo - Rio de Janeiro (RJ);12889
3304557015;Urca - Rio de Janeiro (RJ);1431
3304557016;Humaitá - Rio de Janeiro (RJ);1828
3304557017;Leme - Rio de Janeiro (RJ);2411
3304557018;Copacabana - Rio de Janeiro (RJ);18272
3304557019;Ipanema - Rio de Janeiro (RJ);6328
3304557020;Leblon - Rio de Janeiro (RJ);6706
3304557021;Lagoa - Rio de Janeiro (RJ);3550
3304557022;Jardim Botânico - Rio de Janeiro (RJ);3217
3304557023;Gávea - Rio de Janeiro (RJ);2582
3304557024;Vidigal - Rio de Janeiro (RJ);3855
3304557025;São Conrado - Rio de Janeiro (RJ);2048
3304557026;São Cristóvão - Rio de Janeiro (RJ);5653
3304557027;Mangueira - Rio de Janeiro (RJ);6223
3304557028;Benfica - Rio de Janeiro (RJ);6610
3304557029;Praça da Bandeira - Rio de Janeiro (RJ);1434
3304557030;Tijuca - Rio de Janeiro (RJ);28801
3304557031;Alto da Boa Vista - Rio de Janeiro (RJ);2272
3304557032;Maracanã - Rio de Janeiro (RJ);3842
3304557033;Vila Isabel - Rio de Janeiro (RJ);17689
3304557034;Andaraí - Rio de Janeiro (RJ);7711
3304557035;Grajaú - Rio de Janeiro (RJ);7463
3304557036;Manguinhos - Rio de Janeiro (RJ);12987
3304557037;Bonsucesso - Rio de Janeiro (RJ);3867
3304557038;Ramos - Rio de Janeiro (RJ);9232
3304557039;Olaria - Rio de Janeiro (RJ);12936
3304557040;Penha - Rio de Janeiro (RJ);20521
3304557041;Penha Circular - Rio de Janeiro (RJ);11833
3304557042;Brás de Pina - Rio de Janeiro (RJ);14672
3304557043;Cordovil - Rio de Janeiro (RJ);12141
3304557044;Parada de Lucas - Rio de Janeiro (RJ);7199
3304557045;Vigário Geral - Rio de Janeiro (RJ);13094
3304557046;Jardim América - Rio de Janeiro (RJ);5864
3304557047;São Francisco Xavier - Rio de Janeiro (RJ);2055
3304557048;Rocha - Rio de Janeiro (RJ);1702
3304557049;Riachuelo - Rio de Janeiro (RJ);2361
3304557050;Sampaio - Rio de Janeiro (RJ);3018
3304557051;Engenho Novo - Rio de Janeiro (RJ);10232
3304557052;Lins de Vasconcelos - Rio de Janeiro (RJ);8927
3304557053;Méier - Rio de Janeiro (RJ);7792
3304557054;Todos os Santos - Rio de Janeiro (RJ);4487
3304557055;Cachambi - Rio de Janeiro (RJ);8293
3304557056;Engenho de Dentro - Rio de Janeiro (RJ);9927
3304557057;Água Santa - Rio de Janeiro (RJ);1830
3304557058;Encantado - Rio de Janeiro (RJ);3207
3304557059;Piedade - Rio de Janeiro (RJ);9857
3304557060;Abolição - Rio de Janeiro (RJ);2194
3304557061;Pilares - Rio de Janeiro (RJ);6413
3304557062;Vila Kosmos - Rio de Janeiro (RJ);4043
3304557063;Vicente de Carvalho - Rio de Janeiro (RJ);6989
3304557064;Vila da Penha - Rio de Janeiro (RJ);4598
3304557065;Vista Alegre - Rio de Janeiro (RJ);1680
3304557066;Irajá - Rio de Janeiro (RJ);20843
3304557067;Colégio - Rio de Janeiro (RJ);8280
3304557068;Campinho - Rio de Janeiro (RJ);2471
3304557069;Quintino Bocaiúva - Rio de Janeiro (RJ);7172
3304557070;Cavalcanti - Rio de Janeiro (RJ);4350
3304557071;Engenheiro Leal - Rio de Janeiro (RJ);1637
3304557072;Cascadura - Rio de Janeiro (RJ);8733
3304557073;Madureira - Rio de Janeiro (RJ);12094
3304557074;Vaz Lobo - Rio de Janeiro (RJ);3857
3304557075;Turiaçu - Rio de Janeiro (RJ);4914
3304557076;Rocha Miranda - Rio de Janeiro (RJ);11376
3304557077;Honório Gurgel - Rio de Janeiro (RJ);6059
3304557078;Oswaldo Cruz - Rio de Janeiro (RJ);7805
3304557079;Bento Ribeiro - Rio de Janeiro (RJ);9873
3304557080;Marechal Hermes - Rio de Janeiro (RJ);12418
3304557081;Jacarepaguá - Rio de Janeiro (RJ);47263
3304557082;Anil - Rio de Janeiro (RJ);5367
3304557083;Gardênia Azul - Rio de Janeiro (RJ);5024
3304557084;Cidade de Deus - Rio de Janeiro (RJ);11842
3304557085;Curicica - Rio de Janeiro (RJ);8338
3304557086;Freguesia (Jacarepaguá) - Rio de Janeiro (RJ);16685
3304557087;Pechincha - Rio de Janeiro (RJ);7452
3304557088;Taquara - Rio de Janeiro (RJ);24066
3304557089;Tanque - Rio de Janeiro (RJ);9833
3304557090;Praça Seca - Rio de Janeiro (RJ);16584
3304557091;Vila Valqueire - Rio de Janeiro (RJ);6964
3304557092;Deodoro - Rio de Janeiro (RJ);3276
3304557093;Vila Militar - Rio de Janeiro (RJ);3678
3304557094;Campo dos Afonsos - Rio de Janeiro (RJ);478
3304557095;Jardim Sulacap - Rio de Janeiro (RJ);2992
3304557096;Magalhães Bastos - Rio de Janeiro (RJ);6464
3304557097;Realengo - Rio de Janeiro (RJ);49145
3304557098;Padre Miguel - Rio de Janeiro (RJ);17111
3304557099;Bangu - Rio de Janeiro (RJ);68415
3304557100;Senador Camará - Rio de Janeiro (RJ);31583
3304557101;Santíssimo - Rio de Janeiro (RJ);12011
3304557102;Campo Grande - Rio de Janeiro (RJ);89653
3304557103;Senador Vasconcelos - Rio de Janeiro (RJ);8756
3304557104;Inhoaíba - Rio de Janeiro (RJ);20943
3304557105;Cosmos - Rio de Janeiro (RJ);23915
3304557106;Paciência - Rio de Janeiro (RJ);30395
3304557107;Santa Cruz - Rio de Janeiro (RJ);71787
3304557108;Sepetiba - Rio de Janeiro (RJ);18504
3304557109;Ribeira - Rio de Janeiro (RJ);699
3304557110;Zumbi - Rio de Janeiro (RJ);371
3304557111;Cacuia - Rio de Janeiro (RJ);2625
3304557112;Pitangueiras - Rio de Janeiro (RJ);3096
3304557113;Praia da Bandeira - Rio de Janeiro (RJ);1247
3304557114;Cocotá - Rio de Janeiro (RJ);882
3304557115;Bancários - Rio de Janeiro (RJ);3122
3304557116;Freguesia (Ilha do Governador) - Rio de Janeiro (RJ);4885
3304557117;Jardim Guanabara - Rio de Janeiro (RJ);5865
3304557118;Jardim Carioca - Rio de Janeiro (RJ);6045
3304557119;Tauá - Rio de Janeiro (RJ);8073
3304557120;Moneró - Rio de Janeiro (RJ);1074
3304557121;Portuguesa - Rio de Janeiro (RJ);5033
3304557122;Galeão - Rio de Janeiro (RJ);7583
3304557123;Cidade Universitária - Rio de Janeiro (RJ);451
3304557124;Guadalupe - Rio de Janeiro (RJ);11904
3304557125;Anchieta - Rio de Janeiro (RJ);16106
3304557126;Parque Anchieta - Rio de Janeiro (RJ);6767
3304557127;Ricardo de Albuquerque - Rio de Janeiro (RJ);7982
3304557128;Santa Teresa - Rio de Janeiro (RJ);9148
3304557129;Joá - Rio de Janeiro (RJ);124
3304557130;Itanhangá - Rio de Janeiro (RJ);11366
3304557131;Barra da Tijuca - Rio de Janeiro (RJ);25358
3304557132;Camorim - Rio de Janeiro (RJ);536
3304557133;Vargem Pequena - Rio de Janeiro (RJ);8967
3304557134;Vargem Grande - Rio de Janeiro (RJ);4281
3304557135;Recreio dos Bandeirantes - Rio de Janeiro (RJ);19731
3304557136;Grumari - Rio de Janeiro (RJ);64
3304557137;Coelho Neto - Rio de Janeiro (RJ);8366
3304557138;Acari - Rio de Janeiro (RJ);10013
3304557139;Barros Filho - Rio de Janeiro (RJ);4193
3304557140;Costa Barros - Rio de Janeiro (RJ);10071
3304557141;Pavuna - Rio de Janeiro (RJ);29160
3304557142;Guaratiba - Rio de Janeiro (RJ);36287
3304557143;Barra de Guaratiba - Rio de Janeiro (RJ);881
3304557144;Pedra de Guaratiba - Rio de Janeiro (RJ);2408
3304557145;Higienópolis - Rio de Janeiro (RJ);3235
3304557146;Jacaré - Rio de Janeiro (RJ);2709
3304557147;Maria da Graça - Rio de Janeiro (RJ);1621
3304557148;Del Castilho - Rio de Janeiro (RJ);3661
3304557149;Inhaúma - Rio de Janeiro (RJ);12605
3304557150;Engenho da Rainha - Rio de Janeiro (RJ);6862
3304557151;Tomás Coelho - Rio de Janeiro (RJ);6220
3304557152;Saúde - Rio de Janeiro (RJ);601
3304557153;Paquetá - Rio de Janeiro (RJ);786
3304557154;Parque Columbia - Rio de Janeiro (RJ);2785
3304557155;Jacarezinho - Rio de Janeiro (RJ);11691
3304557156;Rocinha - Rio de Janeiro (RJ);21916
3304557157;Complexo do Alemão - Rio de Janeiro (RJ);23000
3304557158;Maré - Rio de Janeiro (RJ);42427
3304557159;Vasco da Gama - Rio de Janeiro (RJ);3886
3304557160;Gericinó - Rio de Janeiro (RJ);1049
3304904001;Alcântara - São Gonçalo (RJ);3402
3304904002;Antonina - São Gonçalo (RJ);1735
3304904003;Boaçu - São Gonçalo (RJ);6735
3304904004;Brasilândia I - São Gonçalo (RJ);446
3304904005;Centro - São Gonçalo (RJ);1480
3304904006;Colubandê - São Gonçalo (RJ);8499
3304904007;Cruzeiro do Sul - São Gonçalo (RJ);1451
3304904008;Engenho Pequeno I - São Gonçalo (RJ);578
3304904009;Estrela do Norte - São Gonçalo (RJ);1390
3304904010;Fazenda dos Mineiros - São Gonçalo (RJ);1697
3304904011;Galo Branco - São Gonçalo (RJ);3544
3304904012;Itaóca - São Gonçalo (RJ);1300
3304904013;Itaúna - São Gonçalo (RJ);5009
3304904014;Lindo Parque I - São Gonçalo (RJ);385
3304904015;Luiz Caçador - São Gonçalo (RJ);1486
3304904016;Mutondo - São Gonçalo (RJ);6310
3304904017;Mutuá - São Gonçalo (RJ);2798
3304904018;Mutuaguaçu - São Gonçalo (RJ);1405
